image_id,source,prompt,evaluation_seed,case_number
512760,coco-30k,A simple bathroom has various classic decorations around it.,91801,3728
547293,coco-30k,there is a airplane that is being boarded at the airport,52261,3729
511713,coco-30k,Airplane with vapor trails from other aircraft flying above,94084,3730
203705,coco-30k,A laptop computer on a white desk with various office work and two cups beside it. ,70663,3731
534516,coco-30k,there is a police man that is talking to people ,77766,3732
524637,coco-30k,there is a white toilet and tile floors in the bathroom ,18680,3733
432529,coco-30k,there are two giraffes standing very close to each other,10344,3734
328316,coco-30k,A no left turn sign hanging from the side of a wooden pole.,75313,3735
290959,coco-30k,Crowd of people in front of Amtrak train with bench,64911,3736
340778,coco-30k,Adults on motorcycles with car and crowd on street,96888,3737
548201,coco-30k,Toilet with soap and cleaners on tile with white walls,81814,3738
487583,coco-30k,A white toilet and cup in a room.,24567,3739
514982,coco-30k,A couple of white sinks and a mirror in a room.,41868,3740
402330,coco-30k,A white toilet on the ground by some junk.,47143,3741
45099,coco-30k,A woman's reflection of her taking a picture of a sink and toilet.,58467,3742
244299,coco-30k,A small white airplane high up in the sky.,15663,3743
97434,coco-30k,A person on a street next to a motor bike.,61731,3744
114790,coco-30k,A small child standing with a toothbrush in hand.,18189,3745
96001,coco-30k,"A table topped with a book, umbrella and other items.",67815,3746
176793,coco-30k,a beautiful lady with a very nice motor bike,96618,3747
465424,coco-30k,A group of bikers sitting out in front of a store near a street.,17564,3748
268725,coco-30k,a cyclist with a motorbike moving very fast,7603,3749
444390,coco-30k,"This is the view of a kitchen stove, kitchen sink, counter, and cabinets. ",82362,3750
49646,coco-30k,A red train with its doors closed near the platform. ,11596,3751
160421,coco-30k,"A bowl of food with meat in a sauce, broccoli and cucumbers. ",26549,3752
505169,coco-30k,A toilet next to a chain shower stall in a bathroom.,85012,3753
356394,coco-30k,People walking and bicycling in a city street.,82464,3754
364589,coco-30k,A couple of zebra walking next to a giraffe on a lush green field.,13639,3755
220607,coco-30k,A conference room is packed with people sitting at their laptops.,73559,3756
290170,coco-30k,A person is riding a small motorcycle in a parking lot.,38847,3757
494550,coco-30k,A close up view of an orange and other fruit. ,35748,3758
271795,coco-30k,A laptop computer sitting on top of a wooden desk.,26192,3759
502318,coco-30k,A man with a TV in the middle of no where.,55499,3760
362240,coco-30k,Two motorcycles parked beside one another in a garage.,74896,3761
18864,coco-30k,Three giraffes are eating and grooming each other.,98765,3762
290768,coco-30k,"A kitchen with a counter, window, stove and cutlery. ",87053,3763
215002,coco-30k,Two computers sitting on top of a wooden desk.,60803,3764
58329,coco-30k,A luxurious bathtub in front of a window with a red carpet and marble walls,8980,3765
168543,coco-30k,A very cute cat sitting on a toilet.,16464,3766
77123,coco-30k,"The side of an airplane that is parked, and an Air China sign on the side of the plane.",34326,3767
193875,coco-30k,Some people are sitting on a car that's been wrapped in plastic,77505,3768
444672,coco-30k,A very dirty looking rest room with two toilets.,18585,3769
227940,coco-30k,a airplane on a runway with the door open,28235,3770
452700,coco-30k,A busy city street with several double decker buses in traffic ,95203,3771
536833,coco-30k,A bicycle and a motorcycle are parked next to each other at a park.,54688,3772
262030,coco-30k,this bathroom is big and has a jacuzzi tub made of wood,65597,3773
376442,coco-30k,A black plush toy sitting on the lid of a toilet.,70181,3774
436174,coco-30k,motorcycle bikes all parked next to each other lined up down the road . ,49606,3775
415841,coco-30k,"A kitchen with a refrigerator, sink, drawers and cabinets. ",29825,3776
110501,coco-30k,Clocks on a light pole on a city street.,82543,3777
293245,coco-30k,A Yamaha motorcycle parked outside of a building.,84605,3778
138503,coco-30k,a policeman on a motorcycling driving on the road smiling,95811,3779
436111,coco-30k,"This is a small bathroom with a toilet, a shower, and a dirty floor. ",96712,3780
323959,coco-30k,"A bathroom contains a shower, a sink, and a mirror.",64928,3781
94319,coco-30k,A man rides a black motorcycle around a curve.,49612,3782
175440,coco-30k,"a large blue bowl of almonds, bananas and walnuts",66914,3783
556597,coco-30k,a big jumbo jet sits parked next to another plane ,79240,3784
510299,coco-30k,a bell in a tower with a clock underneath,43673,3785
475725,coco-30k,A woman hugs a gray cat to her chest.,13935,3786
405296,coco-30k,a toilet sits next to a bath tub as a bunch of tiles sit piled up ,55340,3787
204650,coco-30k,A large air plane smoking and parked in the snow . ,36964,3788
255928,coco-30k,"An old, dirty, grubby tub, sink and toiled is in a dirty, old room.",836,3789
213375,coco-30k,A mens bathroom with two uneral's and a tv . ,43628,3790
321557,coco-30k,a close up of a motorcycle parked near a building,98007,3791
386165,coco-30k,A man in a wheel chair is walking his dog. ,61892,3792
128978,coco-30k,A young man is sitting on his blue motorcycle. ,38201,3793
418606,coco-30k,A rainbow colored kite next to an airplane in the sky.,26243,3794
481386,coco-30k,A women who is holding a whisk in the kitchen.,97156,3795
154718,coco-30k,A person is standing over a dirty toilet in a bathroom stall. ,45400,3796
554582,coco-30k,Three men are sitting outside on a bench.,23155,3797
136920,coco-30k,"A bathroom with a sink, toilet, and window.",67062,3798
359136,coco-30k,A young woman is lying on a bathroom floor with her legs on the bathtub. ,6011,3799
393145,coco-30k,A bird sitting on the back of a giraffe next to a tree.,16004,3800
511583,coco-30k,A car is parked on a street at night.,44439,3801
500533,coco-30k,A metal pole that is inside of a shower.,88449,3802
176275,coco-30k,Someone is taking a basic shot of the bathroom. ,89465,3803
152759,coco-30k,a white toilet sits next to a dresser ,22153,3804
409855,coco-30k,A refrigerator that has a microwave above it in the kitchen.,13247,3805
146078,coco-30k,A fan that has the light on over a table.,85580,3806
20671,coco-30k,a man sits in a trunk while petting a dog ,15327,3807
408817,coco-30k,A airplane that is flying over a mountain.,4795,3808
356400,coco-30k,A sink and counter in a small kitchen.,8594,3809
527783,coco-30k,Several planes lined up on the tarmac at the airport.,99488,3810
540502,coco-30k,A white refrigerator and a counter in a room.,19184,3811
111086,coco-30k,Two rows of cars parked next to a boat.,25327,3812
44604,coco-30k,a tiled floor with a trash can and a urinal sitting inside of it ,27297,3813
34137,coco-30k,"Bathroom area with towel rack, sink and a mirror.",11689,3814
204044,coco-30k,A white stove top oven sitting next to a refrigerator.,82366,3815
572095,coco-30k,A group of motorcycles parked next to each other.,67446,3816
107963,coco-30k,A girl is dancing in the bathroom to music on her lap top. ,61623,3817
231379,coco-30k,A woman sitting on a motorcycle while talking to a child with a man laying in a hammock behind them.,62283,3818
255665,coco-30k,Vintage bathroom with sink and toilet with toiletries,55956,3819
482742,coco-30k,Man on bike on street corner with buildings and stoplight,16283,3820
446799,coco-30k,a person standing on a side walk underneath a traffic light,76785,3821
18426,coco-30k,A woman that is sitting on a motorcycle in the grass.,77851,3822
416098,coco-30k,People standing on beach with kites and bicycles with cloudy sky,83794,3823
144798,coco-30k,a close up of a toilet and a bath tub with toys,99646,3824
361497,coco-30k,A airplane mirror where clouds can be seen.,71792,3825
306733,coco-30k,"Bathroom with sink, shower, towels, curtain, and more with window",84358,3826
196699,coco-30k,A bell pepper sitting on top of a blue cutting board.,34329,3827
271266,coco-30k,A beautiful painting of a white plane with a blue tail.,68024,3828
438185,coco-30k,White airplane with a band's name on the side. ,64900,3829
106810,coco-30k,A man that is sitting on a motorcycle under a carport.,79647,3830
22816,coco-30k,A little boy that is standing in the dirt next to a basket.,2368,3831
467314,coco-30k,A basic kitchen with wooden cabinets and a bowl of fruit. ,7585,3832
381031,coco-30k,A glass of drink and a plate of food on a table.,26883,3833
329573,coco-30k,A airplane that is sitting on a runway terminal.,71014,3834
384788,coco-30k,a teacup on a saucer with a little biscuit next to it ,19408,3835
504452,coco-30k,A man riding a bike down a street next to a giant panting.,9990,3836
136458,coco-30k,A group of school supplies and various electronics including a laptop computer all laid out in a display.,84145,3837
184613,coco-30k,A child holding a flowered umbrella and petting a yak.,16132,3838
424776,coco-30k,a grey colored jet plane flying over a snowy mountain range.,27126,3839
122302,coco-30k,a parking area for motorcycles and bicycles along a street,74309,3840
14629,coco-30k,A woman is enjoying a sip of wine while cooking dinner.,41706,3841
359128,coco-30k,A desk that has a laptop computer on it.,59438,3842
326168,coco-30k,A bus passes several people riding their bicycles.,55922,3843
384350,coco-30k,a white and red plane parked on a tarmac,71127,3844
445537,coco-30k,a pointed clock tower of an investment building,57687,3845
569917,coco-30k,A small bathroom has a sink and a storage rack over the toilet.,17264,3846
166521,coco-30k,A room that has two televisions in it.,6913,3847
170365,coco-30k,A very clean and tidy bathroom sits empty. ,6809,3848
366867,coco-30k,A bath tub sitting next to a white sink.,13320,3849
57323,coco-30k,People riding down the street on their bikes. ,42139,3850
569729,coco-30k,A dog wearing sunglasses sitting inside a car. ,9137,3851
558635,coco-30k,A man on a bench staring down at something in his hands.,36143,3852
274657,coco-30k,A teddy bear is seen looking out the window.,75355,3853
18918,coco-30k,A kitchen full of stainless steel cookware. ,23259,3854
566824,coco-30k,A couple of women standing next to a couple of soldiers.,27112,3855
439657,coco-30k,Two tail ends of American Airlines airplanes at an airport. ,8169,3856
280360,coco-30k,A blue airplane flies in a clear blue sky.,13773,3857
468925,coco-30k,"a plate with bacon, eggs and hamburger topped with bananas",54735,3858
318910,coco-30k,A classic clock sits on a wooden table. ,38296,3859
258674,coco-30k,A parking meter lies askew on a street.,17782,3860
464176,coco-30k, a sink and a bathtub and shower with a mirror above the sink,16908,3861
101787,coco-30k,An airplane flies high above in the sky with telephone lines in the picture as well. ,24232,3862
480553,coco-30k,A bathroom with a small toilet and a brown lid and a larger white toilet. ,70946,3863
318524,coco-30k,A rusty side car of a train that has been vandalized with artwork.,87059,3864
456223,coco-30k,A series of pictures using found objects to spell out the word love.,20491,3865
450711,coco-30k,A youth wearing a yellow hat is rowing a boat down the stream.,2208,3866
320246,coco-30k,A couple of men standing around and riding bikes.,84582,3867
451345,coco-30k,a lady sitting on a concrete picnic table,45397,3868
174145,coco-30k,Several men sitting in front of a large wall. ,26946,3869
356347,coco-30k,A blue pot of tomato sauce with a wooden ladle.,27657,3870
223122,coco-30k,A white toilet sitting under a window near a sink.,18239,3871
386164,coco-30k,A wooden ball on top of a wooden stick.,71948,3872
90501,coco-30k,A wooden bench sitting in front of a white building.,74950,3873
444926,coco-30k,A motorcycle parked on top of a tiled floor.,14299,3874
484695,coco-30k,A roof with a white air conditioner on top of it.,73872,3875
142129,coco-30k,A red four door car pulling into a parking space with a meter.,54216,3876
211690,coco-30k,Two girls in a library seated at a table cutting large brown paper.,6508,3877
167095,coco-30k,A teddy bear sitting on top of an arch.,89198,3878
23879,coco-30k,A train traveling down train tracks near a city.,54626,3879
274528,coco-30k,A blue truck with a large poster on it's side.,45125,3880
515565,coco-30k,One of the oldest buildings in this town.,22365,3881
187249,coco-30k,A TV with a man and a woman on it's display.,88079,3882
185373,coco-30k,A row of parked motorcycles sitting along side of a street.,92178,3883
136572,coco-30k,A couple of motorcycles parked next to each other.,60680,3884
10115,coco-30k,A room filled with furniture and curtains on top of carpet.,23149,3885
265628,coco-30k,A white toilet filled with urine next to a white wall.,11429,3886
310611,coco-30k,A giraffe standing inside of a cage near a building.,98130,3887
484651,coco-30k,A glass bowl filled with different kinds of fruits.,75992,3888
44823,coco-30k,A man riding on the back of a horse near a plane.,2267,3889
242673,coco-30k,A highway filled with lots of traffic next to buildings.,67708,3890
204804,coco-30k,A bathroom with his and her sinks and mirrors.,19664,3891
216664,coco-30k,A cat sitting on top of a white toilet in a bathroom.,86448,3892
454642,coco-30k,Two people are riding motor scooters in a parking lot.,16364,3893
215691,coco-30k,A small kitchen featuring an under the counter washing machine.,52868,3894
457254,coco-30k,a man wearing a helmet sits on a motorcycle,28964,3895
203661,coco-30k, Quaint kitchen with a wooden dining table ,45152,3896
394009,coco-30k,A bathroom with a tub and toilet. ,58548,3897
568690,coco-30k,A small cat sits perched on the back of a toilet.,25700,3898
158708,coco-30k,A bike sitting next to a cup filled with coffee.,78994,3899
257407,coco-30k,A wet road with lots of cars driving over it.,1404,3900
524186,coco-30k,A big commercial plane flying in cloudy skies.,93670,3901
327323,coco-30k,A white toilet sitting next to a white bath tub.,42762,3902
517018,coco-30k,A kitchen with a clean sink and counter.,37409,3903
164602,coco-30k,A man and a woman standing in front of a mirror.,57506,3904
499402,coco-30k,A view from the window of a plane in the sky.,20089,3905
294403,coco-30k,A woman under an umbrella on a rainy day ,13898,3906
91334,coco-30k,A cat drinking from a white bowl of water.,26711,3907
299077,coco-30k,"A bathroom showing sink, toilet, and shower ",72214,3908
325078,coco-30k,A small bathroom is decorated in pretty colors.,89041,3909
98493,coco-30k,Cars parked and driving in front of a school.,20292,3910
50753,coco-30k,"A kitchen with an oven, stove , sink, microwave and refrigerator.",78470,3911
284698,coco-30k,The image of a man holding a camera is in this motorcycle side mirror. ,39409,3912
475566,coco-30k,"A bathroom showing sink, toilet and shower ",20385,3913
421875,coco-30k,Modern espresso machine on counter in residential kitchen.,55282,3914
370596,coco-30k,A very nice looking scooter and some bikes parked by the road.,59148,3915
486501,coco-30k,Large adult cat lying in white sink in residential bathroom.,7670,3916
264554,coco-30k,Commode near white shower curtain in residential bathroom setting.,10020,3917
427118,coco-30k,Two skiiers kneeling in the snow by an orange flag.,96210,3918
519838,coco-30k,A bicycle leaning up against a tree in a park.,86350,3919
479126,coco-30k,Two women sitting outside hanging out and smoking cigarettes.,60774,3920
450674,coco-30k,A pair of racing motorcycles coming to a start line.,88384,3921
526364,coco-30k,"Sparse narrow kitchen, used, but neat, all in white.",29685,3922
482590,coco-30k,A black and a white woman standing under an umbrella,52251,3923
12323,coco-30k,A toilet and two rolls of toilet paper in a small room with ledge and window.,94373,3924
495993,coco-30k,Several cars driving towards a public market. ,53655,3925
242287,coco-30k,A bicycle that is resting upon the wall of a building.,15727,3926
325343,coco-30k,A young man is skateboarding on a low wall.,49906,3927
336937,coco-30k,A plethora of toilet bowls and urinals all in a row.,94393,3928
571012,coco-30k,A woman in white jacket on skateboard in a building.,14225,3929
564123,coco-30k,A large cathedral with a clock towards the top of it.,22079,3930
541223,coco-30k,a glass building with a plane coming out of it ,65473,3931
52132,coco-30k,A room with an older model television in it.,52553,3932
58254,coco-30k,A remote controller hitting a signal on a television.,83124,3933
528069,coco-30k,A distant view from high up in the sky in a window.,52899,3934
458119,coco-30k,A very cute cat laying by a big bike.,4515,3935
108548,coco-30k,Two toilets are in a restroom with a vanity with dual sinks.,45049,3936
29430,coco-30k,a close up of a pot with a cell phone ,68528,3937
352422,coco-30k,A very dingy and grime bathroom that's in someone's house. ,27781,3938
107516,coco-30k,"This kitchen features dark colored cabinets, nice counter tops, and pendant lights.",90782,3939
40109,coco-30k,Rows of gray and black keyboards make up several different pictures.,72536,3940
493286,coco-30k,an old car in front of an old air plane,54180,3941
169996,coco-30k,Men on bikes riding alongside a car on the street,8738,3942
389255,coco-30k,A row of red and white umbrellas stand above tables in an outdoor eating area.,98656,3943
207969,coco-30k,A man standing in a kitchen next to a woman.,87584,3944
223874,coco-30k,A sidewalk filled with lots of pedestrian traffic near a traffic light.,31547,3945
213475,coco-30k,A street scene in the evening with a lone car and traffic light showing red.,91286,3946
294763,coco-30k,a close up of a toilet in a bath room,39156,3947
353148,coco-30k,A group of men standing near parked motorcycles,18936,3948
140501,coco-30k,A military jet with a bomb on the runway.,17989,3949
220511,coco-30k,People fly kites and try other activities in a park.,23206,3950
459342,coco-30k,A parking sign hanging from the side of a building.,13294,3951
283216,coco-30k,A woman standing next to a red scooter near a shelf.,46150,3952
357899,coco-30k,A commercial airplane at the gate being serviced,17498,3953
441196,coco-30k,A man taking a selfie in a mirror,16788,3954
78580,coco-30k,A large jetliner sitting on top of an airport tarmac.,92016,3955
125707,coco-30k,A man preparing food in a restaurant kitchen. ,40812,3956
20779,coco-30k,a person riding on a horse drawn carriage,30859,3957
76588,coco-30k,A siamese cat laying on top of a white sink.,69471,3958
514321,coco-30k,A large jetliner with a man sitting inside of a compartment.,72695,3959
484760,coco-30k,A statue of the virgin Mary holding an orb of light.,29946,3960
34760,coco-30k,A small and near bathroom that's inside someone's house.,60501,3961
429174,coco-30k,A very tall building with a large tower and a clock on it's side.,38443,3962
371005,coco-30k,A motorcycle parked in a parking next next to a car.,78681,3963
163258,coco-30k,A white toilet sitting in a bathroom next to a wall.,33914,3964
544272,coco-30k,A man wearing goggles and a helmet driving on a motorcycle.,24580,3965
226417,coco-30k,Many people are driving motorcycles through an intersection.,59617,3966
296859,coco-30k,A full view of a teddy bear sitting on the small chair. ,46513,3967
92173,coco-30k,A black and white cat laying on top of a desk.,59290,3968
239959,coco-30k,A white toilet sitting next to a walk in shower.,30465,3969
84567,coco-30k,A statue sitting on top of an old stone hill.,60514,3970
12238,coco-30k,Some cars are traveling on the streets on a cloudy day. ,309,3971
249301,coco-30k,Two guys are riding a motorcycle down the street.,5336,3972
381792,coco-30k,A bath tub sitting next to a white toilet.,91482,3973
436848,coco-30k,A black and white of a small bathroom.,77272,3974
272694,coco-30k,A wooden table topped with a  banana and a muffin.,5929,3975
315790,coco-30k,a room with a computer monitor and a black cat on a chair,85997,3976
305472,coco-30k,A very tall building has a clock on the front of it.,3735,3977
574241,coco-30k,A couple of kitten drinking water from a bowl.,80065,3978
434689,coco-30k,A young man holding a skateboard while wearing head phones.,72989,3979
575978,coco-30k,"A white sink with a duck, booth paste and necklace on top of it.",52704,3980
163518,coco-30k,A woman standing in front of a table with lots of salad.,64983,3981
98054,coco-30k,"A plate with chicken,carrots and mashed potatoes with silverware.",50251,3982
282145,coco-30k,A man riding on the back of a motorcycle with a boy on it's side car.,62488,3983
343506,coco-30k,a urinal with tiled wall and two pictures of clowns smiling,26820,3984
225731,coco-30k,a green motorcycle parked and resting next to another vehicle inside a parking lot,18483,3985
472046,coco-30k,"A kitchen with a stove, sink, table, chairs and couches.",50866,3986
107105,coco-30k,"A white motorcycle is next to a store front that says ""Macau welcomes you"".",54519,3987
546264,coco-30k,An orange cat laying on the seat of a motorcycle,44353,3988
435005,coco-30k,a room showing a toilet and a bathtub,35148,3989
377809,coco-30k,people with their head covered on a motorbike,29362,3990
342817,coco-30k,a orange colored cat peering down on some unknown object,71966,3991
97240,coco-30k,A stove top oven sitting next to a tiled wall.,1447,3992
386514,coco-30k,A group of motor scooters parked in front of a building.,27442,3993
463836,coco-30k,A man looking down with a backpack on in a house.,33585,3994
24396,coco-30k,"On a small stage, a stylish motorcycle sits on display.",5641,3995
214042,coco-30k,A pile of toilet paper sitting on top of a toilet.,47180,3996
109231,coco-30k,A man in a red shirt standing next to an airplane.,77946,3997
65270,coco-30k,THERE IS A TOILET THAT IS DECORATED ,84800,3998
531044,coco-30k,A giraffe standing near trees most with green leaves and one dead. ,9174,3999
204906,coco-30k,Two men riding motorcycles down a curvy road.,46549,4000
190756,coco-30k,A man flying through the air while riding a bike.,51844,4001
237984,coco-30k,A green bench sitting on the side of a sidewalk.,39534,4002
386585,coco-30k,A very large get liner flying in the sky.,65535,4003
564657,coco-30k,A bathroom with four urinals and a drain on the floor. ,84889,4004
184703,coco-30k,A man walking down a street holding an umbrella.,81440,4005
45016,coco-30k,A white toilet sitting on top of a bathroom floor.,64337,4006
207179,coco-30k,A lot of motorcycles parked next to each other.,4635,4007
161506,coco-30k,A kitchen with wooden walls and cabinets with lighting.,31007,4008
465129,coco-30k,A person adjusting a  metal object hanging from a ceiling.,25956,4009
548223,coco-30k,A woman taking a selfie while brushing her teeth with a tooth brush.,39795,4010
490711,coco-30k,A white refrigerator freezer sitting inside of a kitchen.,32792,4011
219492,coco-30k,THERE IS AN ADULT CAT THAT IS LYING DOWN IN THE SINK ,38732,4012
423123,coco-30k,A woman bending over and looking inside of a mini fridge.,52688,4013
343561,coco-30k,there are many bike riders racing in a street race,53249,4014
259049,coco-30k,a bus traveling down the street next to  tree lined sidewalk,13688,4015
565776,coco-30k,A kitchen with a center white island topped with a bowl of greens.,41898,4016
251140,coco-30k,A book about understanding and maintaining a ten-speed bicycle.,25906,4017
235595,coco-30k,THERE ARE MOTOR BIKES THAT ARE PARKED ON THE STREET,4287,4018
375823,coco-30k,There are several people riding mopeds and motorcycles traveling down the street.,82093,4019
392659,coco-30k,A lady on a very pretty decorated bike with a cute dog.,83105,4020
173401,coco-30k,THERE ARE TWO COWS THAT ARE WALKING IN THE GRASS,92731,4021
301135,coco-30k,Many people are sitting on two benches next to a light pole.,852,4022
363927,coco-30k,A passenger bus is riding down a highway. ,91027,4023
557923,coco-30k,two people riding bicycles next to each other in a parking lot ,37455,4024
539075,coco-30k,A motorcycle parked next to each other near people..,44140,4025
400728,coco-30k,A city street with stores across the street and a bicycle parked on the side of the street with a dog sitting in the front basket.,81249,4026
426166,coco-30k,A light blue bicycle chained to a pole on the sidewalk in front of a red building.,88748,4027
512476,coco-30k,a double sink with a bowl of food on the sink counter top,55235,4028
144809,coco-30k,"A bathroom with white painted walls and white fixtures, including a toilet with the seat raised up.",224,4029
41128,coco-30k,A parade on a street with several officers on motorcycles riding while confetti falls from the sky on them.,16380,4030
355040,coco-30k,a group of motorcycles next to each other in front of an advertisement,72360,4031
61316,coco-30k,a kitchen with a nasty dirty kitchen with a light beam through the window,4026,4032
128644,coco-30k,A small plan is parked half on a cement area and half in a field while the ground is wet.,48738,4033
445812,coco-30k,This bathroom has a toilet that sits back in a small niche and a shower with sliding glass doors.,85592,4034
17409,coco-30k,A place mat is displaying an ornate glass along with a bottle of liquor.,63152,4035
512495,coco-30k,A bright white enamel bathroom with a checked floor.,32097,4036
403385,coco-30k,A bathroom that has a broken wall in the shower.,47145,4037
2495,coco-30k,A full view of a dirty bathroom with no toilet available. ,93765,4038
241645,coco-30k,A black stove top oven sitting in a kitchen.,72656,4039
194594,coco-30k,a couple of cats sit in front of a tub full of water ,45289,4040
315705,coco-30k,A man wearing a green shirt on top of a tennis court.,42528,4041
318523,coco-30k,A display in a doughnut shop filled with doughnuts.,81018,4042
212646,coco-30k,A white stove top oven sitting inside of a kitchen.,61918,4043
292005,coco-30k,a bathroom with a tub and a shower curtain ,11308,4044
314177,coco-30k,a person taking a photo in a bath room mirror,94951,4045
248381,coco-30k,A white kitten standing in front of a water bowl.,15406,4046
518262,coco-30k,a small dog and a big dog both on leashes,31303,4047
37367,coco-30k,A laptop that is sitting on a table.,96205,4048
353748,coco-30k,A man riding a bike past a white delivery truck.,26543,4049
455597,coco-30k,a person in a kitchen with a stove some pots and pans,42443,4050
287186,coco-30k,A white bus parked in front of a  building.,89313,4051
11887,coco-30k,A motorcycle with a trailer parked in a spot,71059,4052
143221,coco-30k,An elephant walking across a lush grass covered field.,67744,4053
288161,coco-30k,a kitchen with an electonic device above the sink ,57284,4054
316342,coco-30k,A clean kitchen with a wall that has a blackboard,31290,4055
561100,coco-30k,A small blue plane sitting on top of a field.,16112,4056
495311,coco-30k,A small jet plane getting ready to be fueled at the airport.,65824,4057
91236,coco-30k,A group of jets flying overhead in tight formation.,90199,4058
76257,coco-30k,a man on a motorcycle driving down a track ,11012,4059
17741,coco-30k,Three horse drawn carriages in front of a huge house with a clock on it. ,25533,4060
328661,coco-30k,A man flying a fan plane neck to flock of ducks.,81854,4061
32907,coco-30k,a toilet on the ground outdoors in front of a house,12422,4062
553072,coco-30k,A fleet of red and blue planes with a Canadien logo.,45585,4063
91617,coco-30k,a desk with a monitor and keyboard and mouse,34696,4064
21452,coco-30k,A car parked on a lush green field.,35953,4065
232931,coco-30k,A room with lots of seats next to an entrance.,80896,4066
449945,coco-30k,a bathroom counter with two sinks on it ,80913,4067
272673,coco-30k,A bathroom with a marble counter top under a  mirror.,85045,4068
37181,coco-30k,A motorcycle parked next to a  car in a  parking lot.,92013,4069
287829,coco-30k,A red bathroom mirror sitting next to a white toilet.,10253,4070
94536,coco-30k,A cat that is by a bicycle wheel.,39128,4071
372894,coco-30k,A room filled with a row of brown toilets,43656,4072
259640,coco-30k,people walking around a tamale truck and a building ,30446,4073
283495,coco-30k,A large jetliner flying under a cloud filled sky.,60441,4074
147386,coco-30k,a man sitting on a red and black motorcycle,91171,4075
432421,coco-30k,A blurry picture of someone on a bike.,50325,4076
258021,coco-30k,A person with a moped is waiting for the rain to stop.,8292,4077
101913,coco-30k,Three people are sitting on a bench in front of a train.,94611,4078
485390,coco-30k,A herd of sheep grazing in a pasture.,90072,4079
507037,coco-30k,a gathering outside on the lawn of city hall,75092,4080
192554,coco-30k,"A sink, soap, toilet and a mirror ",2261,4081
341017,coco-30k,A boy sitting on top of a truck with a bunch of goats. ,65104,4082
364783,coco-30k,A white toilet sitting next to a sink near a red wall.,92793,4083
513073,coco-30k,A person's feet are shown in front of a small tv.,8682,4084
512796,coco-30k,A side view mirror hanging off the side of a door.,40278,4085
449708,coco-30k,A laptop computer is propped up on a cluttered desk.,51510,4086
544522,coco-30k,A man in a red shirt touches a faucet in a rustic building.,74855,4087
562232,coco-30k,Three people standing around a brown horse with a white stripe on his face. ,14675,4088
189997,coco-30k,a bedroom with a cluttered desk and a messy bed ,11663,4089
287559,coco-30k,The wing of a plane located in the sky above a sea and city.,47676,4090
389624,coco-30k,a kitchen with white counter tops and cabinets.,44525,4091
538231,coco-30k,A wall mounted oven inside of a kitchen with a large entrance.,17846,4092
75095,coco-30k,A wooden park bench siting next to a  park.,63645,4093
425035,coco-30k,a toilet seat in a bathroom with the lid down.,52370,4094
414578,coco-30k,a man taking a nap on the bench in the middle of a park,20806,4095
512166,coco-30k,A woman putting items into a brown paper bag.,29928,4096
6608,coco-30k,A room with two desk covered in computer equipment.,38680,4097
441522,coco-30k,A group of people standing around a kitchen preparing food.,58865,4098
171413,coco-30k,A cluttered bathroom with a toilet and sink.,49645,4099
203345,coco-30k,A couple of people standing next to a food cart filled with smoke.,39447,4100
577564,coco-30k,A white toilet sitting next to a white sink.,85874,4101
233311,coco-30k,A bowl of oranges sitting on top of a wooden table.,94859,4102
354724,coco-30k,A street filled with lots of traffic next to white homes.,15026,4103
206958,coco-30k,a room showing a toilet and a sink,52599,4104
262093,coco-30k,A counter filled with lots of clutter in a  kitchen.,50752,4105
544365,coco-30k,a living room with a tv on top of a stand with a guitars sitting next to ,88326,4106
87567,coco-30k,A kitchen table is lined with cooking materials. ,74427,4107
390671,coco-30k,Many plates and dishes line a kitchen cabinet. ,58864,4108
38929,coco-30k,A large jet sitting on top of an airport tarmac.,97912,4109
67765,coco-30k,Several adults engaged in arts and crafts with children.,96538,4110
86135,coco-30k,A bike with tanks on it sitting next to cars.,68601,4111
411184,coco-30k,A very large bridge spanning over the width of a river.,57263,4112
61471,coco-30k,Puppy chewing on toilet paper in the bathroom. ,81484,4113
12551,coco-30k,A group of three bath tubs sitting next to each other.,25361,4114
92115,coco-30k,A train sitting next to a platform in a tunnel.,82452,4115
450182,coco-30k,A man riding a motorcycle down a street next to a train car.,41611,4116
482432,coco-30k,A sink with a tooth brush and some other items.,2746,4117
298440,coco-30k,A large jetliner flying through a blue sky with two engines.,74955,4118
193021,coco-30k,A hall way with family photos on the wall leading to a kitchen and dining area with wood floors.,23749,4119
345507,coco-30k,A large amount of motorcycles are parked by a sidewalk.,30868,4120
308466,coco-30k,"A bathroom containing a toilet, sink and bathtub with shower, with no accessories.",79241,4121
518850,coco-30k,A motor cycle rider riding on a street with bikes parked on either sides,11624,4122
289992,coco-30k,"A plain, white bathroom with a sink and a tub.",85521,4123
162257,coco-30k,A small plane that can land and take off from water.,83901,4124
388528,coco-30k,A toilet with the seat open sitting in a bathroom. ,34621,4125
514913,coco-30k,A motorcycle parked on the side of the road. ,17601,4126
85390,coco-30k,A man taking his picture in the reflection of a microwave.,21804,4127
59532,coco-30k,mopeds parked in a parking garage with a green floor.,17706,4128
71239,coco-30k,A motorcycle sits in a graveled area with a steep hill in the background.,90535,4129
97857,coco-30k,A busy street with lots of car traffic.,30472,4130
493610,coco-30k,A large group of people crammed into and on top of a truck.,48931,4131
241466,coco-30k,Decorated elephant statue near many bicycles in racks.,92003,4132
